customer_id,segment_name,campaign_cost,monetary,recency,ticket_count_90d,cumulative_cost
CUST02007,At-Risk High Value,35,5058.75,152,0.0,4915
CUST02208,At-Risk High Value,35,5051.27,123,0.0,4950
CUST01832,At-Risk High Value,35,5038.610000000001,95,0.0,4985
CUST00432,At-Risk High Value,35,5036.07,112,0.0,5020
CUST01644,At-Risk High Value,35,5024.66,118,0.0,5055
CUST02015,At-Risk High Value,35,5003.34,212,0.0,5090
CUST00734,At-Risk High Value,35,4981.82,89,0.0,5125
CUST02046,At-Risk High Value,35,4967.95,282,0.0,5160
CUST01161,At-Risk High Value,35,4953.99,154,0.0,5195
CUST00999,At-Risk High Value,35,4930.56,148,0.0,5230
CUST00532,At-Risk High Value,35,4895.42,118,0.0,5265
CUST02348,At-Risk High Value,35,4886.8,115,0.0,5300
CUST01017,At-Risk High Value,35,4886.54,133,0.0,5335
CUST00132,At-Risk High Value,35,4876.780000000001,117,0.0,5370
CUST00025,At-Risk High Value,35,4868.86,165,0.0,5405
CUST01844,At-Risk High Value,35,4849.78,125,0.0,5440
CUST01773,At-Risk High Value,35,4845.14,196,0.0,5475
CUST01947,At-Risk High Value,35,4832.0599999999995,123,0.0,5510
CUST02145,At-Risk High Value,35,4813.139999999999,111,0.0,5545
CUST01457,At-Risk High Value,35,4798.75,248,0.0,5580
CUST02158,At-Risk High Value,35,4793.27,101,0.0,5615
CUST02195,At-Risk High Value,35,4744.28,119,0.0,5650
CUST02000,At-Risk High Value,35,4734.83,96,0.0,5685
CUST02312,At-Risk High Value,35,4727.71,205,0.0,5720
CUST01437,At-Risk High Value,35,4720.65,246,0.0,5755
CUST01357,At-Risk High Value,35,4681.22,126,0.0,5790
CUST01571,At-Risk High Value,35,4663.12,253,0.0,5825
CUST00164,At-Risk High Value,35,4657.03,222,0.0,5860
CUST01259,At-Risk High Value,35,4645.31,94,1.0,5895
CUST02321,At-Risk High Value,35,4633.05,172,0.0,5930
CUST00404,At-Risk High Value,35,4631.52,193,0.0,5965
CUST01055,At-Risk High Value,35,4625.5599999999995,206,0.0,6000
CUST02011,At-Risk High Value,35,4620.1,130,0.0,6035
CUST01829,At-Risk High Value,35,4605.35,101,0.0,6070
CUST02008,At-Risk High Value,35,4601.66,228,0.0,6105
CUST00066,At-Risk High Value,35,4598.95,320,0.0,6140
CUST00564,At-Risk High Value,35,4592.1900000000005,130,0.0,6175
CUST00020,At-Risk High Value,35,4487.950000000001,368,0.0,6210
CUST01616,At-Risk High Value,35,4472.110000000001,160,0.0,6245
CUST00344,At-Risk High Value,35,4461.57,189,0.0,6280
CUST01258,At-Risk High Value,35,4454.38,250,0.0,6315
CUST00051,At-Risk High Value,35,4444.3,210,0.0,6350
CUST00992,At-Risk High Value,35,4442.45,272,0.0,6385
CUST01575,At-Risk High Value,35,4439.9800000000005,165,0.0,6420
CUST02293,At-Risk High Value,35,4413.400000000001,287,0.0,6455
CUST02201,At-Risk High Value,35,4412.26,129,0.0,6490
CUST01326,At-Risk High Value,35,4393.63,131,0.0,6525
CUST01666,At-Risk High Value,35,4392.38,318,0.0,6560
CUST00227,At-Risk High Value,35,4383.02,153,0.0,6595
CUST00898,At-Risk High Value,35,4353.639999999999,339,0.0,6630
CUST01782,At-Risk High Value,35,4334.56,137,0.0,6665
CUST01499,At-Risk High Value,35,4317.6,133,0.0,6700
CUST02289,At-Risk High Value,35,4308.88,93,0.0,6735
CUST00448,At-Risk High Value,35,4291.91,136,0.0,6770
CUST01692,At-Risk High Value,35,4276.32,176,0.0,6805
CUST01976,At-Risk High Value,35,4264.75,100,1.0,6840
CUST00961,At-Risk High Value,35,4247.5599999999995,151,0.0,6875
CUST00480,At-Risk High Value,35,4227.82,148,0.0,6910
CUST02329,At-Risk High Value,35,4216.7699999999995,90,0.0,6945
CUST00763,At-Risk High Value,35,4210.57,188,0.0,6980
CUST02368,At-Risk High Value,35,4203.85,157,0.0,7015
CUST00185,At-Risk High Value,35,4179.18,114,0.0,7050
CUST01870,At-Risk High Value,35,4178.4,91,0.0,7085
CUST00989,At-Risk High Value,35,4165.87,158,0.0,7120
CUST01530,At-Risk High Value,35,4146.860000000001,182,0.0,7155
CUST01507,At-Risk High Value,35,4142.6,125,0.0,7190
CUST01876,At-Risk High Value,35,4129.84,143,0.0,7225
CUST00687,At-Risk High Value,35,4129.24,117,0.0,7260
CUST00783,At-Risk High Value,35,4123.36,232,0.0,7295
CUST02270,At-Risk High Value,35,4121.46,91,0.0,7330
CUST00483,At-Risk High Value,35,4120.83,107,0.0,7365
CUST02298,At-Risk High Value,35,4073.9900000000002,100,0.0,7400
CUST00740,At-Risk High Value,35,4065.24,261,0.0,7435
CUST01001,At-Risk High Value,35,4064.54,313,0.0,7470
CUST01688,At-Risk High Value,35,4056.68,130,0.0,7505
CUST01491,At-Risk High Value,35,4053.23,87,0.0,7540
CUST01310,At-Risk High Value,35,4044.83,139,0.0,7575
CUST01125,At-Risk High Value,35,4034.96,245,0.0,7610
CUST01284,At-Risk High Value,35,4033.89,192,0.0,7645
CUST00814,At-Risk High Value,35,3998.29,88,0.0,7680
CUST01014,At-Risk High Value,35,3972.09,137,0.0,7715
CUST01742,At-Risk High Value,35,3970.62,130,0.0,7750
CUST00943,At-Risk High Value,35,3965.95,346,0.0,7785
CUST00590,At-Risk High Value,35,3961.05,140,0.0,7820
CUST01068,At-Risk High Value,35,3945.95,130,0.0,7855
CUST02291,At-Risk High Value,35,3936.09,214,0.0,7890
CUST00862,At-Risk High Value,35,3934.7400000000002,453,0.0,7925
CUST01136,At-Risk High Value,35,3931.0,97,1.0,7960
CUST00275,At-Risk High Value,35,3879.21,241,0.0,7995
CUST01366,At-Risk High Value,35,3862.08,98,0.0,8030
CUST02062,At-Risk High Value,35,3844.48,161,0.0,8065
CUST00109,At-Risk High Value,35,3837.05,92,0.0,8100
CUST01774,At-Risk High Value,35,3826.09,152,0.0,8135
CUST02010,At-Risk High Value,35,3814.95,97,0.0,8170
CUST00795,At-Risk High Value,35,3787.58,138,0.0,8205
CUST01411,At-Risk High Value,35,3777.5,183,0.0,8240
CUST00960,At-Risk High Value,35,3772.4900000000002,146,0.0,8275
CUST00950,At-Risk High Value,35,3765.9,209,0.0,8310
CUST00941,At-Risk High Value,35,3758.0600000000004,183,0.0,8345
CUST00670,At-Risk High Value,35,3756.69,242,0.0,8380
CUST02170,At-Risk High Value,35,3749.08,138,0.0,8415
CUST01223,At-Risk High Value,35,3738.91,118,0.0,8450
CUST00091,At-Risk High Value,35,3726.87,90,0.0,8485
CUST01495,At-Risk High Value,35,3722.74,89,1.0,8520
CUST01391,At-Risk High Value,35,3715.46,94,0.0,8555
CUST00159,At-Risk High Value,35,3713.77,474,0.0,8590
CUST01519,At-Risk High Value,35,3686.74,105,0.0,8625
CUST00697,At-Risk High Value,35,3657.69,247,0.0,8660
CUST00583,At-Risk High Value,35,3652.46,263,0.0,8695
CUST01755,At-Risk High Value,35,3652.4,152,0.0,8730
CUST01417,At-Risk High Value,35,3650.18,149,0.0,8765
CUST00510,At-Risk High Value,35,3630.48,162,0.0,8800
CUST01359,At-Risk High Value,35,3628.17,106,0.0,8835
CUST01918,At-Risk High Value,35,3621.08,170,0.0,8870
CUST02350,At-Risk High Value,35,3619.51,132,0.0,8905
CUST01891,At-Risk High Value,35,3614.49,217,0.0,8940
CUST01853,At-Risk High Value,35,3611.41,153,0.0,8975
CUST01798,At-Risk High Value,35,3577.66,103,0.0,9010
CUST01370,At-Risk High Value,35,3575.2599999999998,161,0.0,9045
CUST01836,At-Risk High Value,35,3567.04,125,0.0,9080
CUST00375,At-Risk High Value,35,3564.29,85,1.0,9115
CUST00094,At-Risk High Value,35,3557.43,183,0.0,9150
CUST01110,At-Risk High Value,35,3554.06,260,0.0,9185
CUST01442,At-Risk High Value,35,3545.52,105,0.0,9220
CUST02241,At-Risk High Value,35,3532.06,114,0.0,9255
CUST02174,At-Risk High Value,35,3517.69,139,0.0,9290
CUST00101,At-Risk High Value,35,3514.87,108,0.0,9325
CUST00473,At-Risk High Value,35,3513.72,121,0.0,9360
CUST00470,At-Risk High Value,35,3508.62,166,0.0,9395
CUST01277,At-Risk High Value,35,3500.13,99,0.0,9430
CUST02065,At-Risk High Value,35,3492.37,172,0.0,9465
CUST01643,At-Risk High Value,35,3485.7299999999996,182,0.0,9500
CUST02076,At-Risk High Value,35,3480.34,213,0.0,9535
CUST00811,At-Risk High Value,35,3477.9399999999996,184,0.0,9570
CUST01322,At-Risk High Value,35,3476.6,96,0.0,9605
CUST00611,At-Risk High Value,35,3472.66,235,0.0,9640
CUST00331,At-Risk High Value,35,3450.66,151,0.0,9675
CUST00778,At-Risk High Value,35,3444.29,331,0.0,9710
CUST00456,At-Risk High Value,35,3440.2,147,0.0,9745
CUST00209,At-Risk High Value,35,3422.88,279,0.0,9780
CUST00099,At-Risk High Value,35,3410.87,144,0.0,9815
CUST01779,At-Risk High Value,35,3408.21,167,0.0,9850
CUST00355,At-Risk High Value,35,3405.2,171,0.0,9885
CUST00541,At-Risk High Value,35,3404.94,132,0.0,9920
CUST01958,At-Risk High Value,35,3390.38,113,0.0,9955
CUST01317,At-Risk High Value,35,3389.0,256,0.0,9990
CUST02277,At-Risk High Value,35,3384.3,218,0.0,10025
CUST01588,At-Risk High Value,35,3378.07,145,0.0,10060
CUST01927,At-Risk High Value,35,3362.8999999999996,163,0.0,10095
CUST01915,At-Risk High Value,35,3357.25,273,0.0,10130
CUST01887,At-Risk High Value,35,3354.62,126,0.0,10165
CUST01587,At-Risk High Value,35,3345.9300000000003,129,0.0,10200
CUST00507,At-Risk High Value,35,3345.6800000000003,120,0.0,10235
CUST00937,At-Risk High Value,35,3342.44,126,0.0,10270
CUST00347,At-Risk High Value,35,3311.46,184,0.0,10305
CUST01135,At-Risk High Value,35,3302.06,93,0.0,10340
CUST02061,At-Risk High Value,35,3294.69,102,0.0,10375
CUST00823,At-Risk High Value,35,3291.63,146,0.0,10410
CUST01500,At-Risk High Value,35,3285.09,95,0.0,10445
CUST00815,At-Risk High Value,35,3282.1400000000003,137,0.0,10480
CUST00183,At-Risk High Value,35,3246.8900000000003,152,0.0,10515
CUST00756,At-Risk High Value,35,3223.87,113,0.0,10550
CUST00869,At-Risk High Value,35,3202.61,93,0.0,10585
CUST00605,At-Risk High Value,35,3199.79,160,0.0,10620
CUST01450,At-Risk High Value,35,3188.3,126,0.0,10655
CUST00553,At-Risk High Value,35,3183.11,293,0.0,10690
CUST00649,At-Risk High Value,35,3181.62,124,0.0,10725
CUST02186,At-Risk High Value,35,3170.84,122,0.0,10760
CUST01894,At-Risk High Value,35,3166.55,195,0.0,10795
CUST02353,At-Risk High Value,35,3152.52,150,0.0,10830
CUST01151,At-Risk High Value,35,3131.54,105,0.0,10865
CUST01549,At-Risk High Value,35,3126.75,167,0.0,10900
CUST01189,At-Risk High Value,35,3126.0299999999997,161,0.0,10935
CUST02198,At-Risk High Value,35,3118.08,96,0.0,10970
CUST00772,At-Risk High Value,35,3114.63,190,0.0,11005
CUST01235,At-Risk High Value,35,3111.29,161,0.0,11040
CUST01196,At-Risk High Value,35,3110.08,111,0.0,11075
CUST01182,At-Risk High Value,35,3106.33,108,0.0,11110
CUST00321,At-Risk High Value,35,3100.54,116,0.0,11145
CUST01699,At-Risk High Value,35,3095.45,242,0.0,11180
CUST00638,At-Risk High Value,35,3093.33,173,0.0,11215
CUST01031,At-Risk High Value,35,3089.5600000000004,174,0.0,11250
CUST00720,At-Risk High Value,35,3086.61,291,0.0,11285
CUST01685,At-Risk High Value,35,3081.38,278,0.0,11320
CUST02107,At-Risk High Value,35,3080.15,90,0.0,11355
CUST01818,At-Risk High Value,35,3080.04,168,0.0,11390
CUST00229,At-Risk High Value,35,3077.41,92,0.0,11425
CUST02169,At-Risk High Value,35,3065.81,94,0.0,11460
CUST00578,At-Risk High Value,35,3054.7200000000003,376,0.0,11495
CUST02300,At-Risk High Value,35,3051.79,104,0.0,11530
CUST00254,At-Risk High Value,35,3041.57,183,0.0,11565
CUST01777,At-Risk High Value,35,3035.66,167,0.0,11600
CUST00776,At-Risk High Value,35,3024.9399999999996,135,0.0,11635
CUST01481,At-Risk High Value,35,3016.96,122,0.0,11670
CUST00225,At-Risk High Value,35,3012.6,88,0.0,11705
CUST01234,At-Risk High Value,35,2999.91,115,0.0,11740
CUST01228,At-Risk High Value,35,2998.23,212,0.0,11775
CUST01062,At-Risk High Value,35,2991.27,294,0.0,11810
CUST01957,At-Risk High Value,35,2989.2,210,0.0,11845
CUST00123,At-Risk High Value,35,2989.07,102,0.0,11880
CUST01470,At-Risk High Value,35,2987.34,241,0.0,11915
CUST02311,At-Risk High Value,35,2984.76,200,0.0,11950
CUST00792,At-Risk High Value,35,2976.79,148,0.0,11985
CUST00485,At-Risk High Value,35,2971.02,228,0.0,12020
CUST01186,At-Risk High Value,35,2962.35,153,0.0,12055
CUST01334,At-Risk High Value,35,2962.17,160,0.0,12090
CUST01746,At-Risk High Value,35,2960.62,239,0.0,12125
CUST00001,At-Risk High Value,35,2955.57,107,0.0,12160
CUST02051,At-Risk High Value,35,2953.97,85,1.0,12195
CUST01246,At-Risk High Value,35,2938.8999999999996,262,0.0,12230
CUST00459,At-Risk High Value,35,2928.0299999999997,237,0.0,12265
CUST02243,At-Risk High Value,35,2923.57,133,0.0,12300
CUST02033,At-Risk High Value,35,2919.45,112,0.0,12335
CUST01641,At-Risk High Value,35,2914.92,101,0.0,12370
CUST00573,At-Risk High Value,35,2912.39,125,0.0,12405
CUST00599,At-Risk High Value,35,2898.52,169,0.0,12440
CUST01731,At-Risk High Value,35,2888.49,102,0.0,12475
CUST01603,At-Risk High Value,35,2882.1099999999997,166,0.0,12510
CUST00907,At-Risk High Value,35,2874.51,220,0.0,12545
CUST02228,At-Risk High Value,35,2870.67,87,1.0,12580
CUST00472,At-Risk High Value,35,2846.8,114,0.0,12615
CUST01097,At-Risk High Value,35,2841.22,233,0.0,12650
CUST00304,At-Risk High Value,35,2837.27,87,0.0,12685
CUST02366,At-Risk High Value,35,2837.05,219,0.0,12720
CUST01591,At-Risk High Value,35,2829.57,136,0.0,12755
CUST00089,At-Risk High Value,35,2825.75,165,0.0,12790
CUST00794,At-Risk High Value,35,2824.37,171,0.0,12825
CUST01920,At-Risk High Value,35,2814.54,215,0.0,12860
CUST02189,At-Risk High Value,35,2813.7799999999997,87,0.0,12895
CUST01028,At-Risk High Value,35,2809.6,173,0.0,12930
CUST01627,At-Risk High Value,35,2804.23,295,0.0,12965
CUST01527,At-Risk High Value,35,2802.84,326,0.0,13000
CUST01446,At-Risk High Value,35,2796.4,132,0.0,13035
CUST01532,At-Risk High Value,35,2788.44,159,0.0,13070
CUST00219,At-Risk High Value,35,2782.79,154,0.0,13105
CUST02080,At-Risk High Value,35,2768.41,178,0.0,13140
CUST00845,At-Risk High Value,35,2758.2200000000003,96,1.0,13175
CUST00639,At-Risk High Value,35,2753.19,369,0.0,13210
CUST00417,At-Risk High Value,35,2750.0299999999997,151,0.0,13245
CUST00399,At-Risk High Value,35,2749.65,262,0.0,13280
CUST00645,At-Risk High Value,35,2730.59,252,0.0,13315
CUST01719,At-Risk High Value,35,2725.06,148,0.0,13350
CUST02185,At-Risk High Value,35,2701.7200000000003,210,0.0,13385
CUST01973,At-Risk High Value,35,2694.88,89,0.0,13420
CUST00765,At-Risk High Value,35,2692.35,98,0.0,13455
CUST01506,At-Risk High Value,35,2676.48,140,0.0,13490
CUST02191,At-Risk High Value,35,2674.4,158,0.0,13525
CUST01574,At-Risk High Value,35,2673.15,161,0.0,13560
CUST00339,At-Risk High Value,35,2671.88,92,0.0,13595
CUST01910,At-Risk High Value,35,2642.55,130,0.0,13630
CUST02199,At-Risk High Value,35,2638.62,96,1.0,13665
CUST00371,At-Risk High Value,35,2631.54,124,0.0,13700
CUST02180,At-Risk High Value,35,2631.13,122,0.0,13735
CUST01054,At-Risk High Value,35,2628.9300000000003,176,0.0,13770
CUST01053,At-Risk High Value,35,2622.57,146,0.0,13805
CUST02131,At-Risk High Value,35,2614.58,93,0.0,13840
CUST00719,At-Risk High Value,35,2610.39,168,0.0,13875
CUST01995,At-Risk High Value,35,2602.16,144,0.0,13910
CUST01511,At-Risk High Value,35,2601.14,88,0.0,13945
CUST02092,At-Risk High Value,35,2595.52,174,0.0,13980
CUST01552,At-Risk High Value,35,2594.91,108,0.0,14015
CUST00072,At-Risk High Value,35,2587.02,90,0.0,14050
CUST00319,At-Risk High Value,35,2585.4700000000003,147,0.0,14085
CUST02117,At-Risk High Value,35,2584.4,92,0.0,14120
CUST02399,At-Risk High Value,35,2579.22,276,0.0,14155
CUST00878,At-Risk High Value,35,2578.68,134,0.0,14190
CUST00124,At-Risk High Value,35,2570.5,194,0.0,14225
CUST00176,High Intent Non-Converters,25,3830.31,37,0.0,14250
CUST00500,High Intent Non-Converters,25,3208.81,43,0.0,14275
CUST01569,High Intent Non-Converters,25,3115.0,81,0.0,14300
CUST01780,High Intent Non-Converters,25,2803.73,5,1.0,14325
CUST01275,High Intent Non-Converters,25,2647.93,34,0.0,14350
CUST00269,High Intent Non-Converters,25,2563.9300000000003,30,0.0,14375
CUST00080,High Intent Non-Converters,25,2563.41,50,0.0,14400
CUST01700,High Intent Non-Converters,25,2536.5,6,0.0,14425
CUST00630,High Intent Non-Converters,25,2512.7,93,0.0,14450
CUST01855,High Intent Non-Converters,25,2387.65,72,1.0,14475
CUST02141,High Intent Non-Converters,25,2337.84,77,0.0,14500
CUST00707,High Intent Non-Converters,25,2254.12,189,0.0,14525
CUST01436,High Intent Non-Converters,25,2235.76,20,0.0,14550
CUST01784,High Intent Non-Converters,25,2180.12,67,0.0,14575
CUST00546,High Intent Non-Converters,25,2127.37,3,0.0,14600
CUST01253,High Intent Non-Converters,25,2035.62,99,0.0,14625
CUST00403,High Intent Non-Converters,25,2029.3200000000002,21,0.0,14650
CUST01985,High Intent Non-Converters,25,1983.49,75,0.0,14675
CUST00551,High Intent Non-Converters,25,1964.0,25,0.0,14700
CUST01970,High Intent Non-Converters,25,1898.37,84,0.0,14725
CUST00419,High Intent Non-Converters,25,1795.1,98,0.0,14750
CUST01928,High Intent Non-Converters,25,1788.02,6,0.0,14775
CUST01074,High Intent Non-Converters,25,1784.42,114,0.0,14800
CUST00493,High Intent Non-Converters,25,1757.06,108,0.0,14825
CUST01464,High Intent Non-Converters,25,1743.4,42,0.0,14850
CUST00128,High Intent Non-Converters,25,1716.68,19,0.0,14875
CUST00294,High Intent Non-Converters,25,1714.42,102,0.0,14900
CUST01560,High Intent Non-Converters,25,1682.37,8,0.0,14925
CUST02068,High Intent Non-Converters,25,1629.56,7,0.0,14950
CUST00373,High Intent Non-Converters,25,1612.8899999999999,73,0.0,14975
CUST01557,High Intent Non-Converters,25,1524.72,41,0.0,15000
