customer_id,segment_name,recency,frequency,monetary,r_score,f_score,m_score,rfm_score,return_rate,avg_discount_pct,category_diversity,ticket_count_90d,negative_ticket_rate_90d,sessions_30d,last_visit_days_ago,abandoned_carts_30d,campaign_clicks_30d,manual_priority_bucket
CUST00001,At-Risk High Value,107,6,2955.57,2,5,4,11,0.16666666666666666,0.36333333333333334,3,0.0,0.0,1,20,0,0,high
CUST00025,At-Risk High Value,165,7,4868.86,1,5,5,11,0.0,0.31142857142857144,4,0.0,0.0,11,29,1,1,high
CUST00114,At-Risk High Value,239,6,5133.53,1,5,5,11,0.0,0.265,4,0.0,0.0,3,41,0,1,high
CUST00123,At-Risk High Value,102,6,2989.07,2,5,4,11,0.16666666666666666,0.34833333333333333,3,0.0,0.0,2,23,1,0,high
CUST00132,At-Risk High Value,117,5,4876.780000000001,2,4,5,11,0.0,0.346,3,0.0,0.0,1,24,0,0,high
CUST00146,At-Risk High Value,108,5,5942.68,2,4,5,11,0.2,0.188,5,0.0,0.0,4,30,0,1,high
CUST00211,At-Risk High Value,90,5,27215.920000000002,2,4,5,11,0.0,0.324,3,0.0,0.0,4,9,1,0,high
CUST00227,At-Risk High Value,153,6,4383.02,1,5,5,11,0.16666666666666666,0.2816666666666667,3,0.0,0.0,0,29,0,0,high
CUST00252,At-Risk High Value,190,6,5194.02,1,5,5,11,0.0,0.3216666666666667,3,0.0,0.0,4,23,0,2,high
CUST00319,At-Risk High Value,147,6,2585.4700000000003,2,5,4,11,0.0,0.32666666666666666,4,0.0,0.0,0,29,0,0,high
CUST00321,At-Risk High Value,116,6,3100.54,2,5,4,11,0.0,0.3133333333333333,6,0.0,0.0,1,20,0,2,high
CUST00366,At-Risk High Value,92,4,5279.17,2,4,5,11,0.0,0.185,2,0.0,0.0,2,26,0,0,high
CUST00375,At-Risk High Value,85,6,3564.29,2,5,4,11,0.0,0.32833333333333337,5,1.0,1.0,2,17,0,0,high
CUST00404,At-Risk High Value,193,6,4631.52,1,5,5,11,0.0,0.20666666666666667,3,0.0,0.0,1,31,0,1,high
CUST00432,At-Risk High Value,112,4,5036.07,2,4,5,11,0.0,0.2425,3,0.0,0.0,9,18,2,0,high
CUST00448,At-Risk High Value,136,5,4291.91,2,4,5,11,0.4,0.202,3,0.0,0.0,11,18,1,3,high
CUST00473,At-Risk High Value,121,6,3513.72,2,5,4,11,0.16666666666666666,0.24166666666666667,4,0.0,0.0,0,25,0,0,high
CUST00480,At-Risk High Value,148,7,4227.82,1,5,5,11,0.0,0.19285714285714287,3,0.0,0.0,2,28,0,0,high
CUST00532,At-Risk High Value,118,4,4895.42,2,4,5,11,0.0,0.3675,3,0.0,0.0,1,24,0,0,high
CUST00535,At-Risk High Value,138,5,5156.9,2,4,5,11,0.0,0.32,4,0.0,0.0,5,23,0,1,high
CUST00649,At-Risk High Value,124,6,3181.62,2,5,4,11,0.16666666666666666,0.28,3,0.0,0.0,5,16,2,0,high
CUST00675,At-Risk High Value,130,5,6478.51,2,4,5,11,0.0,0.26799999999999996,3,0.0,0.0,8,35,1,1,high
CUST00687,At-Risk High Value,117,5,4129.24,2,4,5,11,0.0,0.23600000000000004,4,0.0,0.0,1,34,0,0,high
CUST00693,At-Risk High Value,147,5,6136.5,2,4,5,11,0.0,0.18,4,0.0,0.0,0,5,0,0,high
CUST00701,At-Risk High Value,122,5,6476.26,2,4,5,11,0.0,0.162,3,0.0,0.0,10,26,1,0,high
CUST00734,At-Risk High Value,89,5,4981.82,2,4,5,11,0.2,0.366,3,0.0,0.0,6,30,2,0,high
CUST00783,At-Risk High Value,232,6,4123.36,1,5,5,11,0.0,0.37333333333333335,5,0.0,0.0,3,49,0,2,high
CUST00823,At-Risk High Value,146,8,3291.63,2,5,4,11,0.25,0.24625,2,0.0,0.0,2,33,0,0,high
CUST00826,At-Risk High Value,158,10,8171.4,1,5,5,11,0.0,0.332,5,0.0,0.0,9,34,2,0,high
CUST00835,At-Risk High Value,157,9,6888.030000000001,1,5,5,11,0.1111111111111111,0.27555555555555555,5,0.0,0.0,8,12,3,0,high
CUST00869,At-Risk High Value,93,6,3202.61,2,5,4,11,0.16666666666666666,0.35333333333333333,4,0.0,0.0,0,4,0,0,high
CUST00879,At-Risk High Value,155,6,5967.77,1,5,5,11,0.0,0.20833333333333334,3,0.0,0.0,4,24,0,0,high
CUST00898,At-Risk High Value,339,6,4353.639999999999,1,5,5,11,0.16666666666666666,0.305,3,0.0,0.0,2,60,1,1,high
CUST00961,At-Risk High Value,151,6,4247.5599999999995,1,5,5,11,0.16666666666666666,0.35333333333333333,5,0.0,0.0,2,43,0,0,high
CUST00990,At-Risk High Value,167,8,6096.85,1,5,5,11,0.125,0.31125,4,0.0,0.0,6,37,1,0,high
CUST00993,At-Risk High Value,164,7,6785.33,1,5,5,11,0.0,0.10714285714285714,5,0.0,0.0,1,39,0,0,high
CUST00999,At-Risk High Value,148,7,4930.56,1,5,5,11,0.0,0.30428571428571427,4,0.0,0.0,0,28,0,1,high
CUST01004,At-Risk High Value,215,7,5599.9,1,5,5,11,0.0,0.3385714285714286,4,0.0,0.0,1,49,0,0,high
CUST01014,At-Risk High Value,137,7,3972.09,2,5,4,11,0.0,0.26857142857142857,4,0.0,0.0,1,23,0,1,high
CUST01017,At-Risk High Value,133,5,4886.54,2,4,5,11,0.2,0.258,4,0.0,0.0,3,13,0,0,high
CUST01092,At-Risk High Value,196,9,7556.9,1,5,5,11,0.0,0.2833333333333333,3,0.0,0.0,2,15,1,0,high
CUST01124,At-Risk High Value,172,9,5960.1,1,5,5,11,0.0,0.34777777777777774,5,0.0,0.0,9,25,1,0,high
CUST01136,At-Risk High Value,97,7,3931.0,2,5,4,11,0.14285714285714285,0.2642857142857143,4,1.0,1.0,1,31,0,0,high
CUST01201,At-Risk High Value,158,7,5885.4,1,5,5,11,0.0,0.21285714285714286,5,0.0,0.0,7,24,2,0,high
CUST01214,At-Risk High Value,124,4,5584.12,2,4,5,11,0.0,0.2,3,0.0,0.0,2,31,0,0,high
CUST01223,At-Risk High Value,118,6,3738.91,2,5,4,11,0.0,0.29,3,0.0,0.0,1,29,0,0,high
CUST01258,At-Risk High Value,250,7,4454.38,1,5,5,11,0.0,0.35000000000000003,5,0.0,0.0,7,60,1,0,high
CUST01295,At-Risk High Value,121,4,12408.61,2,4,5,11,0.25,0.155,3,0.0,0.0,11,20,3,0,high
CUST01310,At-Risk High Value,139,5,4044.83,2,4,5,11,0.0,0.266,2,0.0,0.0,8,19,0,1,high
CUST01360,At-Risk High Value,160,8,12310.69,1,5,5,11,0.0,0.395,6,0.0,0.0,6,35,1,2,high
CUST01366,At-Risk High Value,98,6,3862.08,2,5,4,11,0.0,0.4466666666666666,4,0.0,0.0,4,30,0,0,high
CUST01404,At-Risk High Value,202,9,6788.52,1,5,5,11,0.1111111111111111,0.22333333333333336,4,0.0,0.0,12,24,2,1,high
CUST01450,At-Risk High Value,126,6,3188.3,2,5,4,11,0.16666666666666666,0.2633333333333333,4,0.0,0.0,2,33,0,0,high
CUST01452,At-Risk High Value,116,4,5779.52,2,4,5,11,0.0,0.205,4,0.0,0.0,10,18,1,0,high
CUST01491,At-Risk High Value,87,4,4053.23,2,4,5,11,0.0,0.185,3,0.0,0.0,6,16,0,0,high
CUST01495,At-Risk High Value,89,6,3722.74,2,5,4,11,0.0,0.2733333333333334,4,1.0,1.0,0,7,0,0,high
CUST01499,At-Risk High Value,133,5,4317.6,2,4,5,11,0.0,0.27799999999999997,3,0.0,0.0,3,28,0,0,high
CUST01507,At-Risk High Value,125,5,4142.6,2,4,5,11,0.2,0.26,4,0.0,0.0,5,33,0,0,high
CUST01616,At-Risk High Value,160,6,4472.110000000001,1,5,5,11,0.16666666666666666,0.3216666666666667,4,0.0,0.0,4,17,0,2,high
CUST01688,At-Risk High Value,130,4,4056.68,2,4,5,11,0.0,0.3275,3,0.0,0.0,9,26,1,0,high
CUST01692,At-Risk High Value,176,7,4276.32,1,5,5,11,0.2857142857142857,0.39,5,0.0,0.0,6,27,1,1,high
CUST01717,At-Risk High Value,125,5,5726.24,2,4,5,11,0.0,0.352,3,0.0,0.0,6,12,1,0,high
CUST01742,At-Risk High Value,130,6,3970.62,2,5,4,11,0.16666666666666666,0.21333333333333335,5,0.0,0.0,13,34,3,3,high
CUST01832,At-Risk High Value,95,5,5038.610000000001,2,4,5,11,0.0,0.286,3,0.0,0.0,3,30,1,0,high
CUST01836,At-Risk High Value,125,6,3567.04,2,5,4,11,0.0,0.2833333333333333,4,0.0,0.0,12,19,1,1,high
CUST01870,At-Risk High Value,91,4,4178.4,2,4,5,11,0.0,0.305,3,0.0,0.0,9,7,1,1,high
CUST01876,At-Risk High Value,143,5,4129.84,2,4,5,11,0.0,0.236,5,0.0,0.0,1,27,0,0,high
CUST01887,At-Risk High Value,126,6,3354.62,2,5,4,11,0.0,0.49000000000000005,4,0.0,0.0,1,30,0,1,high
CUST01958,At-Risk High Value,113,7,3390.38,2,5,4,11,0.14285714285714285,0.36428571428571427,2,0.0,0.0,5,20,0,0,high
CUST01976,At-Risk High Value,100,5,4264.75,2,4,5,11,0.2,0.124,4,1.0,1.0,15,25,4,1,high
CUST01978,At-Risk High Value,156,7,6034.36,1,5,5,11,0.14285714285714285,0.3842857142857143,5,0.0,0.0,2,27,0,1,high
CUST01995,At-Risk High Value,144,5,2602.16,2,5,4,11,0.0,0.292,4,0.0,0.0,2,24,0,0,high
CUST02007,At-Risk High Value,152,6,5058.75,1,5,5,11,0.0,0.18666666666666668,4,0.0,0.0,5,33,1,1,high
CUST02011,At-Risk High Value,130,4,4620.1,2,4,5,11,0.0,0.265,4,0.0,0.0,2,27,0,0,high
CUST02046,At-Risk High Value,282,6,4967.95,1,5,5,11,0.0,0.155,2,0.0,0.0,6,52,0,2,high
CUST02061,At-Risk High Value,102,5,3294.69,2,5,4,11,0.0,0.194,3,0.0,0.0,7,13,1,1,high
CUST02081,At-Risk High Value,166,9,5848.4400000000005,1,5,5,11,0.0,0.3622222222222222,5,0.0,0.0,3,45,0,1,high
CUST02107,At-Risk High Value,90,5,3080.15,2,5,4,11,0.0,0.22000000000000003,4,0.0,0.0,8,30,0,1,high
CUST02170,At-Risk High Value,138,6,3749.08,2,5,4,11,0.3333333333333333,0.38833333333333336,4,0.0,0.0,3,25,1,1,high
CUST02174,At-Risk High Value,139,7,3517.69,2,5,4,11,0.0,0.3385714285714286,4,0.0,0.0,12,30,1,2,high
CUST02186,At-Risk High Value,122,5,3170.84,2,5,4,11,0.0,0.266,3,0.0,0.0,5,26,1,1,high
CUST02214,At-Risk High Value,213,6,5751.179999999999,1,5,5,11,0.3333333333333333,0.23500000000000001,3,0.0,0.0,3,22,0,1,high
CUST02289,At-Risk High Value,93,4,4308.88,2,4,5,11,0.0,0.3,3,0.0,0.0,6,6,0,0,high
CUST02312,At-Risk High Value,205,7,4727.71,1,5,5,11,0.0,0.29857142857142854,3,0.0,0.0,3,48,0,2,high
CUST02321,At-Risk High Value,172,6,4633.05,1,5,5,11,0.0,0.33166666666666667,4,0.0,0.0,3,18,0,2,high
CUST02348,At-Risk High Value,115,4,4886.8,2,4,5,11,0.0,0.2825,3,0.0,0.0,6,33,0,1,high
CUST00066,At-Risk High Value,320,5,4598.95,1,4,5,10,0.0,0.292,5,0.0,0.0,11,60,1,1,high
CUST00091,At-Risk High Value,90,4,3726.87,2,4,4,10,0.0,0.16499999999999998,3,0.0,0.0,9,11,2,0,high
CUST00099,At-Risk High Value,144,5,3410.87,2,4,4,10,0.0,0.192,4,0.0,0.0,4,27,0,2,high
CUST00101,At-Risk High Value,108,5,3514.87,2,4,4,10,0.0,0.274,5,0.0,0.0,2,27,1,0,high
CUST00109,At-Risk High Value,92,5,3837.05,2,4,4,10,0.0,0.332,3,0.0,0.0,1,16,0,1,high
CUST00164,At-Risk High Value,222,5,4657.03,1,4,5,10,0.0,0.24,4,0.0,0.0,1,57,0,0,high
CUST00219,At-Risk High Value,154,6,2782.79,1,5,4,10,0.0,0.36166666666666664,3,0.0,0.0,3,30,1,1,high
CUST00229,At-Risk High Value,92,5,3077.41,2,4,4,10,0.0,0.304,4,0.0,0.0,8,8,0,0,high
CUST00266,At-Risk High Value,158,4,5306.62,1,4,5,10,0.25,0.255,2,0.0,0.0,1,22,0,0,high
CUST00275,At-Risk High Value,241,6,3879.21,1,5,4,10,0.0,0.22,3,0.0,0.0,5,51,1,1,high
CUST00324,At-Risk High Value,274,4,6039.5599999999995,1,4,5,10,0.25,0.1925,3,0.0,0.0,0,60,0,0,high
CUST00339,At-Risk High Value,92,4,2671.88,2,4,4,10,0.25,0.3125,3,0.0,0.0,13,12,1,0,high
CUST00344,At-Risk High Value,189,5,4461.57,1,4,5,10,0.0,0.17200000000000001,5,0.0,0.0,5,41,1,0,high
CUST00456,At-Risk High Value,147,4,3440.2,2,4,4,10,0.0,0.1575,3,0.0,0.0,0,37,0,1,high
CUST00541,At-Risk High Value,132,5,3404.94,2,4,4,10,0.0,0.32599999999999996,4,0.0,0.0,1,31,0,2,high
CUST00573,At-Risk High Value,125,5,2912.39,2,4,4,10,0.0,0.372,4,0.0,0.0,0,25,0,0,high
CUST00638,At-Risk High Value,173,6,3093.33,1,5,4,10,0.0,0.3466666666666667,3,0.0,0.0,0,44,0,0,high
CUST00740,At-Risk High Value,261,5,4065.24,1,4,5,10,0.2,0.37,3,0.0,0.0,5,59,1,2,high
CUST00763,At-Risk High Value,188,4,4210.57,1,4,5,10,0.0,0.2375,3,0.0,0.0,0,47,0,0,high
CUST00776,At-Risk High Value,135,4,3024.9399999999996,2,4,4,10,0.0,0.245,3,0.0,0.0,0,35,0,0,high
CUST00786,At-Risk High Value,150,5,5359.3,1,4,5,10,0.2,0.11400000000000002,3,0.0,0.0,1,28,0,0,high
CUST00792,At-Risk High Value,148,6,2976.79,1,5,4,10,0.0,0.4583333333333333,2,0.0,0.0,4,39,0,0,high
CUST00795,At-Risk High Value,138,4,3787.58,2,4,4,10,0.0,0.2,2,0.0,0.0,2,30,0,0,high
CUST00811,At-Risk High Value,184,6,3477.9399999999996,1,5,4,10,0.0,0.3983333333333334,3,0.0,0.0,2,30,1,1,high
CUST00845,At-Risk High Value,96,4,2758.2200000000003,2,4,4,10,0.0,0.31,3,1.0,1.0,4,20,0,0,high
CUST00883,At-Risk High Value,126,3,6706.94,2,3,5,10,0.0,0.07666666666666667,3,0.0,0.0,1,21,0,1,high
CUST00937,At-Risk High Value,126,5,3342.44,2,4,4,10,0.0,0.16999999999999998,3,0.0,0.0,2,10,0,2,high
CUST00960,At-Risk High Value,146,4,3772.4900000000002,2,4,4,10,0.25,0.2125,3,0.0,0.0,1,16,0,0,high
CUST00989,At-Risk High Value,158,5,4165.87,1,4,5,10,0.0,0.22999999999999998,2,0.0,0.0,0,47,0,0,high
CUST00992,At-Risk High Value,272,5,4442.45,1,4,5,10,0.0,0.322,5,0.0,0.0,6,46,1,3,high
CUST01001,At-Risk High Value,313,5,4064.54,1,4,5,10,0.0,0.22800000000000004,2,0.0,0.0,1,57,0,2,high
CUST01055,At-Risk High Value,206,4,4625.5599999999995,1,4,5,10,0.25,0.17500000000000002,4,0.0,0.0,12,37,1,3,high
CUST01068,At-Risk High Value,130,5,3945.95,2,4,4,10,0.0,0.292,3,0.0,0.0,2,16,1,0,high
CUST01110,At-Risk High Value,260,6,3554.06,1,5,4,10,0.0,0.37333333333333335,3,0.0,0.0,1,60,0,0,high
CUST01125,At-Risk High Value,245,5,4034.96,1,4,5,10,0.2,0.288,5,0.0,0.0,2,54,1,1,high
CUST01151,At-Risk High Value,105,4,3131.54,2,4,4,10,0.0,0.155,3,0.0,0.0,1,26,0,1,high
CUST01161,At-Risk High Value,154,5,4953.99,1,4,5,10,0.2,0.21600000000000003,3,0.0,0.0,5,31,1,0,high
CUST01182,At-Risk High Value,108,4,3106.33,2,4,4,10,0.0,0.245,2,0.0,0.0,8,31,2,0,high
CUST01277,At-Risk High Value,99,5,3500.13,2,4,4,10,0.0,0.31,4,0.0,0.0,6,12,1,2,high
CUST01284,At-Risk High Value,192,5,4033.89,1,4,5,10,0.0,0.336,4,0.0,0.0,1,25,0,0,high
CUST01322,At-Risk High Value,96,4,3476.6,2,4,4,10,0.0,0.2525,3,0.0,0.0,2,20,0,0,high
CUST01325,At-Risk High Value,186,5,5492.81,1,4,5,10,0.0,0.22400000000000003,3,0.0,0.0,1,43,0,0,high
CUST01326,At-Risk High Value,131,3,4393.63,2,3,5,10,0.0,0.35000000000000003,2,0.0,0.0,3,23,0,0,high
CUST01359,At-Risk High Value,106,5,3628.17,2,4,4,10,0.0,0.274,5,0.0,0.0,3,15,1,1,high
CUST01406,At-Risk High Value,222,5,5888.31,1,4,5,10,0.0,0.21400000000000002,2,0.0,0.0,2,46,0,0,high
CUST01417,At-Risk High Value,149,7,3650.18,1,5,4,10,0.0,0.27714285714285714,4,0.0,0.0,3,26,0,0,high
CUST01437,At-Risk High Value,246,5,4720.65,1,4,5,10,0.2,0.196,3,0.0,0.0,2,58,1,0,high
CUST01442,At-Risk High Value,105,4,3545.52,2,4,4,10,0.25,0.185,3,0.0,0.0,9,18,1,1,high
CUST01457,At-Risk High Value,248,4,4798.75,1,4,5,10,0.0,0.3275,3,0.0,0.0,0,46,0,0,high
CUST01481,At-Risk High Value,122,4,3016.96,2,4,4,10,0.0,0.2375,4,0.0,0.0,4,17,0,1,high
CUST01482,At-Risk High Value,158,5,5965.95,1,4,5,10,0.0,0.246,2,0.0,0.0,1,44,0,1,high
CUST01500,At-Risk High Value,95,4,3285.09,2,4,4,10,0.0,0.28500000000000003,2,0.0,0.0,8,18,1,0,high
CUST01506,At-Risk High Value,140,4,2676.48,2,4,4,10,0.0,0.235,3,0.0,0.0,4,32,0,0,high
CUST01511,At-Risk High Value,88,4,2601.14,2,4,4,10,0.0,0.135,3,0.0,0.0,11,28,2,1,high
CUST01519,At-Risk High Value,105,4,3686.74,2,4,4,10,0.0,0.2425,3,0.0,0.0,0,20,0,0,high
CUST01530,At-Risk High Value,182,5,4146.860000000001,1,4,5,10,0.2,0.28200000000000003,4,0.0,0.0,7,35,0,2,high
CUST01532,At-Risk High Value,159,6,2788.44,1,5,4,10,0.0,0.23666666666666666,3,0.0,0.0,6,29,0,1,high
